URL of Story,Headline,Media Outlet,Publication Date,Conflicts,Entered by,Pub Status,Internal Notes,Notes,Created
https://www.npr.org/2018/10/04/654587755/new-york-ag-presses-forward-with-suit-against-trumps-charitable-foundation,New York AG Presses Forward With Suit Against Trump's Charitable Foundation,NPR,2018-10-04,Donald J. Trump Foundation,Lynn Walsh,Approved,,,
https://www.propublica.org/article/trump-inc-podcast-the-business-of-silence/amp?__twitter_impression=true,"The Business of Silence — “Trump, Inc.” Podcast",ProPublica,2018-10-03,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization",Lynn Walsh,Approved,,,
https://www.usatoday.com/story/news/2018/09/29/federal-judge-democrats-congress-can-sue-trump-emoluments-case/1470694002/,  Federal judge: Democrats in Congress can sue Trump in emoluments case,USA TODAY,2018-09-29,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization,Trump International Hotel DC,U.S Department of Justice",Lynn Walsh,Approved,,,
https://www.wsj.com/livecoverage/campaign-wire-2018-midterms/card/1536780821,Admission to President's Fundraiser Tonight at Trump International Hotel Won't Come Cheap View image on Twitter,USA TODAY,2018-09-12,Trump International Hotel DC,Lynn Walsh,Approved,,,
https://www.vox.com/platform/amp/world/2018/9/12/17764132/trump-russia-business-ties-mafia-putin-craig-unger%EF%BB%BF,Trump’s ties to the Russian mafia go back 3 decades,VOX,2018-11-19,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization",Lynn Walsh,Approved,,,
https://therealdeal.com/2018/09/05/one-of-trump-towers-largest-commercial-tenants-inks-100k-sf-lease-on-sixth-ave/,One of Trump Tower’s largest commercial tenants inks 100K sf lease on Sixth Ave,The Real Deal,2018-09-05,"Trump Tower Condominium,Trump Tower Commercial,Bank of China",Lynn Walsh,Approved,,,
,,,,,,,,,
https://www.nbcnews.com/politics/politics-news/judge-allows-lawsuit-against-trump-foundation-proceed-rejects-trump-claim-n939526,"Judge allows lawsuit against Trump Foundation to proceed, rejects Trump claim that he can't be sued",NBC,2018-11-23,Donald J. Trump Foundation,Bob Goldstraw,,,,
https://www.cnn.com/2018/11/21/politics/trump-org-braces-for-dems/index.html,The President's company braces for Democratic investigations,CNN,2018-11-21,"Trump Organization Inc.,Donald J. Trump Foundation",Bob Goldstraw,,,,
https://www.cnn.com/2018/11/23/opinions/why-house-democrats-must-vigorously-investigate-trump-zelizer/index.html,Why House Democrats must vigorously investigate Trump,CNN,2018-11-23,Trump Organization Inc.,Bob Goldstraw,,,,
https://www.cnn.com/2018/11/26/politics/trump-foundation-filing/index.html,Newly released filings show Trump company transfers to his charity in 2017,CNN,2018-11-26,"Donald J. Trump Foundation,Trump Organization Inc.,Trump National Golf Club - Westchester",Bob Goldstraw,,,,
